,Tweets
139,b'Thanks to you both for hosting. I really enjoyed both chats tonight. EMEIA and Americas showing that what matters is this #AppleEDUChat community. #ADE2021 and #AppleTeacher sharing their inspiration. https://t.co/X0lFq78Dgh'
140,b'Thank you for joining tonight\xe2\x80\x99s chat! Call To Action: Share your stories or how you can use #DigitalStorytelling #StoriesofImpact to empower others. #AppleEDUchat https://t.co/cvrc4P9g79'
141,b'What a great starting point to build in reflections #AppleEDUchat https://t.co/aYeacbzOw7'
142,b'Thanks for a great chat @eh48 @TTrzebiatowski! What a great way to wrap up my day.  #AppleEDUchat'
143,b'@mrmahsome It\xe2\x80\x99s the Swiss Army knife of apps. I know a lot of people say it but Keynote is my blank canvas. This is the work I\xe2\x80\x99m most proud of. All created and animated in Keynote #AppleEDUChat https://t.co/IdSP7VZ40R'
144,b'Thank everyone for sharing your stories. #AppleEDUchat'
145,b'@eh48 Thank you @eh48 and @TTrzebiatowski for hosting a great chat on digital storytelling! #AppleEDUchat'
146,"b'Thanks for an amazing  #AppleEDUchat, @eh48 and @TTrzebiatowski!'"
147,"b'RT @janeamenicucci: A6: If we spend the time to focus on the positive, we will be able to capture all of the good that came from a year of\xe2\x80\xa6'"
148,b'RT @techclassrocks: A6:  Ss no longer need to be confined to paper and pencil! Digital storytelling allows for creative expression and deep\xe2\x80\xa6'
149,"b'A6: If we spend the time to focus on the positive, we will be able to capture all of the good that came from a year of unknown and uncertainty. As Educators, we grew, we dug deep &amp; changed our profession for the better! #AppleEDUchat'"
150,b'RT @seanmarnold: @TTrzebiatowski A6: It\xe2\x80\x99s therapeutic to tell stories of our hardships and where we have risen above them. It lets us refle\xe2\x80\xa6'
151,"b'A6: I hope we can move forward with more intention to amplify the stories of marginalized communities. Through dig. storytelling, we share stories with parts of our communities that struggle to understand what these groups go through and hopefully foster empathy. #appleeduchat https://t.co/PDJXX3K98I'"
152,b'A6 Storytelling gives connection and we all need connection these days! #AppleEDUchat'
153,"b'A6: It\xe2\x80\x99s the same kind of power as collaborating in chats like this one. Digital storytelling gives a chance to share, learn from each other, and broaden our perspectives! We are #BetterTogether! #AppleEDUchat https://t.co/sdUoumXSrS'"
154,b'Thanks for a great  #AppleEDUchat @eh48 @TTrzebiatowski'
155,b'Thanks for joining this chat as an inspiring teacher and creative thinker! \n\nMake sure to share your video responses to our questions at: https://t.co/ogEEYPTfnP for others to see and respond to!\n\n#AppleEDUchat \n#digitalstorytelling https://t.co/b05UMrpUU6'
156,b'RT @MiaLMorrison: Join #AppleEDUchat next week when @KammasKersch and @ChrisBarnabei lead discussion around DESIGN THINKING Preview the Qs\xe2\x80\xa6'
157,"b""A6:  Ss no longer need to be confined to paper and pencil! Digital storytelling allows for creative expression and deeper connections.  It let's us understand each other a bit better.  #AppleEDUchat"""
158,b'@LLacrosse @lacrossescience Great use of a public-facing class account! #AppleEDUchat'
159,b'RT @MiaLMorrison: Thank you @TTrzebiatowski @eh48 for inspiring us to share our stories and help our students share #creativeexpression #di\xe2\x80\xa6'
160,b'Join #AppleEDUchat next week when @KammasKersch and @ChrisBarnabei lead discussion around DESIGN THINKING Preview the Qs on #AppleTeacher  https://t.co/CRheOvgkA6 Join the conversation https://t.co/eouEuaCzcJ'
161,b'A6: It allows our students to share their story with a global audience in such powerful/accessible ways! #AppleEDUchat https://t.co/D4aGg7X0Uc'
162,"b""RT @mrmahsome: @NdotClemons This is exactly why I try to make time for #AppleEDUChat every week! I've gotten so many great ideas and discus\xe2\x80\xa6"""
163,"b'Using social media to share our stories of science in @lacrossescience can showcase how we are still enjoying learning, exploring, \xe2\x80\x9csciencing\xe2\x80\x9d in whatever situation is thrown at us. #AppleEDUchat'"
164,b'Thank you @TTrzebiatowski @eh48 for inspiring us to share our stories and help our students share #creativeexpression #digital storytelling #AppleEDUchat It is so important to #raisyourvoice'
165,"b""@TTrzebiatowski A6: Back to my A1 it's the effect great stories have on us that change us a little bit. We carry that change through to our real lives. It could be a piece of a character we see in ourselves or our Ss, or sparking an idea for tomorrow's class. Memories change us. #AppleEDUchat"""
166,b'A6: Digital storytelling can help develop a sense of empathy in students. Sound reflections are a great tool to start establishing this. Template here: https://t.co/RJ63SurH0g #AppleEDUchat'
167,b'I love learning new things!  #AppleEDUchat https://t.co/Qvi9oVOw0O'
168,"b'@TTrzebiatowski A6: we can empower our students, colleagues, families to tell the success stories that happened. From the small victoires to the big wins, we can capture these moments and share them. #appleeduchat'"
169,b'A6 digital storytelling allows students the chance to explore their understanding in a new way. A way that is relevant and meaningful to them. What we\xe2\x80\x99ve seen over the past year is that people have enormous capacity for change #AppleEDUChat'
170,"b'@TTrzebiatowski Yep! Whenever they find things that are not in the Creative Commons or have a license that requires things that time constraints prevent them from doing, they have to search for alternatives.  Basically, they are practicing applied digital skills and I love it!  #AppleEDUchat'"
171,"b'A6: Sharing your story, the good, bad, and ugly can help others to take risks and continue on the greater charge for change with less resistance and possibly less bumps in the road.   #AppleEDUchat'"
172,"b'@TTrzebiatowski A6: It\xe2\x80\x99s therapeutic to tell stories of our hardships and where we have risen above them. It lets us reflect, connect, and seek shared solutions for the future. \nThis Clorox story is one I told with teachers earlier in the pandemic. #AppleEDUChat\nhttps://t.co/2FXeCicFfJ'"
173,"b""@NdotClemons This is exactly why I try to make time for #AppleEDUChat every week! I've gotten so many great ideas and discussions out of it"""
174,b'A5 \xe2\x80\x9cWe\xe2\x80\x99re all in this together\xe2\x80\x9d #AppleEDUChat https://t.co/7xnWqkOOkj'
175,"b'RT @TTrzebiatowski: A6: Digital Storytelling is a unique way to use creative thinking and problem solving to develop an understanding, resp\xe2\x80\xa6'"
176,"b'A6: Digital Storytelling is a unique way to use creative thinking and problem solving to develop an understanding, respect, and appreciation for yourself and others! Digital Story Planning Template \xe2\x9e\xa1\xef\xb8\x8f\xc2\xa0https://t.co/nhs50mNl0l\xc2\xa0#Pages #DigitalStorytelling #AppleEDUchat https://t.co/uc0Kw8AGSp'"
177,b'Or...\xe2\x80\x9dFailing Forward Everyday\xe2\x80\x9d\xe2\x80\x99 #AppleEDUchat'
178,b'Snaps all around!  I am getting so many ideas from you!!!  Thank you for sharing!  You also have very efficient rituals and routines.  Placing the review on QR codes on the wall was such a good idea. #AppleEDUchat https://t.co/KDBajoGWkS'
179,b'Q6 We all have been impacted by the events of this past year. How can digital storytelling empower positive impact beyond ourselves? #AppleEDUchat https://t.co/sdUoumXSrS'
180,b'Living in limbo?  #AppleEDUchat'
181,b'RT @MrsTLeon: @NdotClemons I have students do book commercials instead. They choose one book a quarter from the several they\xe2\x80\x99ve read and de\xe2\x80\xa6'
182,b'@NdotClemons I have students do book commercials instead. They choose one book a quarter from the several they\xe2\x80\x99ve read and design a commercial in #Clips. We have a wall where I post QR codes to commercials by genre so Ss can see peer-recommended reads. #AppleEduchat https://t.co/0p2cZGLDmp'
183,"b'RT @shmaynor: A1: Story is everywhere. Impact is often rooted in empathy. When the audience resonates with or has empathy for a character,\xe2\x80\xa6'"
184,b'A5 \xe2\x80\x98What\xe2\x80\x99s your story?\xe2\x80\x99 #appleEDUchat https://t.co/c4aR8Q2359'
185,"b'@TTrzebiatowski Amazing, hybrid classes are another level completely! #AppleEDUchat'"
186,b'A5: Family. #AppleEDUchat https://t.co/53uPHRxvay'
187,b'A5: There is No Such Thing as Back to Normal. #AppleEDUchat'
188,b'@shmaynor The first-person narrative is awesome \xf0\x9f\x91\x8f #AppleEDUchat'
189,"b'""Help! Wait I think.. I Got it! - Just kidding, I Dont"" Author Jess Fox #AppleEDUchat https://t.co/Op2RLUWkze'"
190,"b'A5: You see the glass half empty.  I see it half full.  Either way, the glass is refillable! \xf0\x9f\x92\xab#AppleEDUchat'"
191,b'@eh48 A5: I think it would have to be Focus on the GOOD - every day I try to think of the best parts of the day to keep a positive mindset #AppleEDUchat https://t.co/d6Adyq67BV'
192,b'A5: Relationships build the foundation to trust which lead to big thinking  #AppleEDUchat https://t.co/CnimOhSr3E'
193,b'@jbibbsfox Does that work with sine and cosine? My daughter could use the help! \xf0\x9f\xa4\xa3#AppleEDUChat'
194,b'@eh48 A5: \xe2\x80\x9cNot your model minority\xe2\x80\x9d #AppleEDUchat'
195,b'A4: First grade leader story...#appleeduchat https://t.co/CnE1xXZXB0'
196,"b'A5: ""Everything is Awesome: How Emily Kept it Together."" #AppleEDUchat'"
197,"b'@eh48 A5: ""Part 5 in the increasingly inaccurately named trilogy.""\nWe ended last year with so much unknown but we powered through, adapted for this face-to-face year and just celebrated our 100 days in. We thought we knew, but turns out we didn\'t know what we didn\'t know! #AppleEDUchat https://t.co/2io9AYTMFl'"
198,b'A5: Balance...Blending Activities to Support Science Literacy  #AppleEDUchat'
199,b'A4: I loved this activity I did with my 2nd graders where they had to capture a photo of an everyday object to communicate a message promoting Earth Day! They got so creative with Markup and it was so cool to see how they connected the objects to the message!  #AppleEDUchat https://t.co/Gc9EKzwGSE https://t.co/C1TduRQBlC'
200,"b'@MrsTLeon Wow!  This gives so much meaning to reading journals!  The journals serve a very useful purpose, like brainstorming, scripting, etc.  Do the students do book reviews as well? #AppleEDUchat'"
201,"b'A5: Innovating, Designing, Transforming: A Work in Progress #AppleEDUchat https://t.co/mWLln1vxrK'"
202,b'A5: Felecity\xe2\x80\x99s Infinite Playlist-Stuck on Repeat. It was that or Groundhog Day \xf0\x9f\x98\x9d Looking forward spending more time working alongside of teachers and students in the days to come! #AppleEDUchat https://t.co/v2z3NyZ7qj'
203,b'@LLacrosse @mcoutts81 This looks awesome! #AppleEDUchat'
204,"b'@LangstonEdTech This, more than anything else, won me over so many years ago. #filmbuff #AppleEDUchat'"
205,"b'A5 \xe2\x80\x9cThe Times They Are A-Changin\xe2\x80\x9d (2020-21)Educators on a global scale learned to leverage Edtech tools to educate. These First Grade Students use Webex Breakout Rooms, Think-Pair-Share Reading Reflection, with At-Home-Learners #StoriesofImpact #DigitalStorytelling #AppleEDUchat https://t.co/FgSXkhftTR'"
206,b'A5:  Currently?  Something like this...#AppleEDUchat https://t.co/ytY3TeUiXp'
207,b'RT @joyfulDuplisea: A4: Having educators as \xe2\x80\x9clearners\xe2\x80\x9d create 1min. peer showcase videos telling the story of learning in their classrooms\xe2\x80\xa6'
208,"b""@mcoutts81 As a keynote amateur I'm loving what I'm learning so far! #AppleEDUchat"""
209,b'@eh48 Depends on the day and how I\xe2\x80\x99m feeling\xe2\x80\xa6\nComfortably Numb\nor \nBuried Under Ineptitude \nor maybe\nSmall Glimmer of Hope\n#AppleEDUchat https://t.co/KIiiQawXDo'
210,b'@mcoutts81 We have so much fun with #SciAnimations in my class! \xe2\x9d\xa4\xef\xb8\x8f the thinking skills involved! https://t.co/8FXmVad2D5 #AppleEDUchat'
211,b'RT @joyfulDuplisea: A3: The power of persuasion and lens of perception can be both beneficial as well as a hindrance.  We must know how to\xe2\x80\xa6'
212,"b'Q4 inspired by My Many Colored Days, my student are currently working on a series of digital portraits in @ProcreateEDU that will become books #pages or video #keynote revealing something about themselves... tell your story. #AppleEDUchat'"
213,"b'Never said ""Hey!"" Hey everyone - Jessica Fox, 8th grade math &amp; Science in Compton, CA. ""The Miraculous Journey of Edward Tulane""#AppleEDUchat https://t.co/nquusrkTag'"
214,"b'RT @jbibbsfox: A4: In math, I try to have students see stories in the equations. We have used Keynote to show what parts of the equations r\xe2\x80\xa6'"
215,b'RT @mcoutts81: @TTrzebiatowski \xf0\x9f\x92\xaf once teachers see that a variety of media rich content; compared to 30 pieces of identical work; still hit\xe2\x80\xa6'
216,"b'Q5: If you were to create a digital story based on your current perspective, what would be the title?\n\n#AppleEDUchat \n#digitalstorytelling https://t.co/WKj3cF1jXm'"
217,b'A4: I enjoy app smashing with #keynote and #Clips to make sure the story is visually appealing a well as accessible for all to share in these two allow for creation beyond my imagination #AppleEDUchat'
218,b'RT @FelecityTreptow: A4: The WiscoClips contest! Students are challenged to tell a 30 sec story using Clips centered around a theme! surpri\xe2\x80\xa6'
219,"b'@MrsTLeon Just the simple words ""show me"" to a student really makes them think about what they know and how they can explain it #AppleEDUchat'"
220,b'A4 I\xe2\x80\x99ve always found magic move in Keynote to be a very accessible way for students of all ages to tell compelling stories. Whether with or without text. The ability to add audio &amp; export as  a movie is also an accessible tool for assessment needs #AppleEDUChat https://t.co/n04L83UDDW'
221,"b'A4: Having educators as \xe2\x80\x9clearners\xe2\x80\x9d create 1min. peer showcase videos telling the story of learning in their classrooms to share with the staff.   These are authentic, \xe2\x80\x9cdoable\xe2\x80\x9d ideas being shared with in-house support! Win, win! \xf0\x9f\x8e\x89  #AppleEDUchat'"
222,b'@TTrzebiatowski A4: So excited to see what my kids come up with for the @redfordcenter Environmental Justice Storytelling competition!  #AppleEDUchat'
223,"b'A4: Video production is a medium that is so accessible on the iPad. Students can even add green screen, animation, and overlays using apps like iMovie, Keynote, and Clips. #AppleEDUchat https://t.co/CwGGniXUFi'"
224,"b'A4: \xf0\x9f\x8e\xa5Collaborative documentary of Missouri history using media of choice: animation, green screen, art, etc. \xf0\x9f\x93\xb7Leadership stories using puppets, Keynote animation, and VoiceOver. \xf0\x9f\x8f\x88Animated poetry for the Chiefs! \xf0\x9f\x8e\x89Global Water Crisis awareness videos on TikTok #AppleEDUchat'"
225,"b'A4 just about a year ago, I had students using iMovie to design ads for fictional colonies they designed in social studies. We were just starting to use green screens as we shut down \xf0\x9f\x98\x94 #AppleEDUchat'"
226,"b""@FelecityTreptow I love the seemingly short time constraint; really makes students consider what's critical #AppleEDUchat"""
227,"b'A4: In math, I try to have students see stories in the equations. We have used Keynote to show what parts of the equations represent the characters and the action. Tried it the first time this year it has really helped with equations in scenario form. #AppleEDUchat https://t.co/ILw4NZCaxH'"
228,b'@jasontries @TTrzebiatowski I love 3-Act Math storytelling for building mathematical understanding. #AppleEDUchat'
229,b'A4: Audiobiography examples: https://t.co/XPqBoFh2Ep\n\n#AppleEDUchat'
230,"b'@TTrzebiatowski A4: I do a simple iMovie lesson in Grade 2 where I place photos of well-known fairytales around the room. Ss wander with #iPads, take clear photos, and sequence the photos in the iMovie timeline with narration. Lots of extensions and they get the basics of editing! #AppleEDUchat'"
231,b'RT @mcoutts81: @TTrzebiatowski \xf0\x9f\x92\xaf once teachers see that a variety of media rich content; compared to 30 pieces of identical work; still hit\xe2\x80\xa6'
232,b'@jbibbsfox @NatGeoEducation Haha!! That data is so interesting and give the kids so many questions! #AppleEDUchat'
233,b'@TTrzebiatowski A4: As a science/math teacher I\xe2\x80\x99ve gotten student to use the parts of a story as a scaffold to create digital lab reports or outline a procedure. Many similarities and skills in both! #AppleEDUchat'
234,b'A4: The WiscoClips contest! Students are challenged to tell a 30 sec story using Clips centered around a theme! surprising-the story one can tell in 30 sec. Stay tuned to see this year\xe2\x80\x99s contest! #WiscoClips #AppleEDUchat https://t.co/T3SeHEtbIg'
235,b'A4: I\xe2\x80\x99m obsessed with my students using #Clips to tell stories of their reading journeys. I also have fallen in love with kids using #Keynote to create GIFs that tell stories of mood/tone. #AppleEDUchat https://t.co/cXz7gClyWw'
