Tweet,Date,Time,Twitter Handle
@cazzaboobear Hi Caroline. I'm sorry to hear that you're having trouble transferring money between your accounts. We're unaware of any issues today. What happens on your screen? ^Paul https://t.co/QCh3PtycmG,2023-05-13,06:36:40,LloydsBank
"@pabsmanc89 Hi, I'm Dave. Thanks for getting in touch. Can you try using the card and PIN for your next payment please, as that should reset Apple Pay for you.",2023-05-12,23:34:47,LloydsBank
@brneil You should certainly be able to forward this to 7726 when back in the UK. ^Evelyn,2023-05-12,21:17:44,LloydsBank
@brneil You should still be able to report it by forwarding it to 7726. ^Dave,2023-05-12,21:03:33,LloydsBank
"@sa_lipson Hi Sally-Ann. I'm very sorry to hear this, I can appreciate how distraught you must be. Have you reported this to the Police? They should liaise with us for CCTV footage, etc. ^Claire",2023-05-12,21:00:00,LloydsBank
@brneil Please report the text for free by forwarding it to 7726. I will ensure that my colleagues are aware of the signs to look out for in the future. Thanks for taking the time to inform us. ^Dave,2023-05-12,20:58:27,LloydsBank
"@brneil If you send us a message through the support section on the app, one of my colleagues will be able to check your notes for any activity on the account. ^Jimmy",2023-05-12,20:42:20,LloydsBank
"@brneil Hi Neil, I'm Sophie. Although I can't match this number up with one of ours, it does look to be genuine. Do you use our mobile app?",2023-05-12,20:31:04,LloydsBank
@shanes_loonie Hi Leah. I'm sorry to hear this. Can you DM with more specific details of your query? ^Tony https://t.co/QCh3PtycmG,2023-05-12,17:51:23,LloydsBank
@Kimberleyyyy_xo I'm sorry to hear this. Please call our Internet Banking team on 0345 606 6529 (8am - 8pm) who can help you get back online. ^Brian https://t.co/QCh3PtycmG,2023-05-12,17:36:07,LloydsBank
"@TyndarusSentius Hi there, thanks for getting in touch. You should be able to install the app on your device. Hope that helps. ^Ronnie",2023-05-12,16:24:48,LloydsBank
@mandysewards You're very welcome. Take care! ^Tony,2023-05-12,15:48:20,LloydsBank
"@mandysewards Hi Amanda, I'm Stephen. Only the branch can issue these forms, so please feel free to visit and one of my colleagues will be able to assist you further. I'll leave our branch locator here for you: https://t.co/1JXwrTPZIy Many thanks.",2023-05-12,15:34:38,LloydsBank
"@CatNoirCorn Hi, I'm James M. Just to let you know I've sent you a reply to your DM. Thanks.",2023-05-12,14:08:11,LloydsBank
@McIntoshMAs That's odd. Are you trying to view your personal accounts online using our personal mobile app and internet banking service? ^Will,2023-05-12,10:03:54,LloydsBank
"@McIntoshMAs Are you still able to log in via the desktop site using the browser on this device, or are you getting the same message? ^David.",2023-05-12,09:30:18,LloydsBank
"@kingryan2020 Can you DM us with more information on what has happened, Ryan? When you spoke to our colleagues what were you advised? Thanks. ^Lynne",2023-05-12,09:21:57,LloydsBank
"@kingryan2020 Hi Ryan, is there anything we can do to help? ^James",2023-05-12,09:11:55,LloydsBank
"@xxxxsmileexxxx Hi Paula, thanks for getting in touch and sorry you've received this in error. Please send us a DM with the following details to allow us to assist further:

* Your full name
* The email address you received this to
* The postcode from the email, if available.

Many thanks. ^Will https://t.co/QCh3PtycmG",2023-05-12,09:07:58,LloydsBank
"@Ryan_Cortinas Hi, Ryan. Thanks for getting in touch. We'll certainly try to help. Can you let us know what happens when you try to log in, are your getting an error or message on screen before being logged out? ^David.",2023-05-12,08:42:51,LloydsBank
"@McIntoshMAs Thanks, can you try stopping the app from running in the background before restarting your device and then relaunching the app? Also try switching between wifi and mobile data. ^Lynne",2023-05-12,08:40:42,LloydsBank
"@McIntoshMAs Hi, I'm Laura. We are not experiencing any issues at the moment. Does this message appear when you try to log on or do you get logged on, but no account is visible?",2023-05-12,08:36:41,LloydsBank
"@amynettleton1 Morning, Amy. I'm sorry you are having problems with this, we're not aware of any issues. Can you try stopping the app from running in the background and relaunch it after restarting your device? ^Lynne",2023-05-12,08:20:15,LloydsBank
"@IDontChew Hi, I'm David. Thanks for getting in touch. Yes, we have UK call centres. Can you provide more details of what you like to discuss, and we'll certainly look to guide you to the correct team for further support? Many thanks.",2023-05-12,07:13:54,LloydsBank
Follow these three easy steps to protect your data and our banking app if your phone gets stolen or lost. https://t.co/J9LLGybR7q,2023-05-12,07:00:00,LloydsBank
@ItsJustKaz_ It may be that our automated service has been unable to verify your identity. There are various reasons why you may be automatically advised to speak with an advisor. Our advisors will be able to see the reason when you speak with them. ^Martin,2023-05-12,01:37:00,LloydsBank
"@ItsJustKaz_ Hi, I'm Evelyn. Thanks for  getting in touch. I'm sorry to hear that your having issues using our automated service, we're not aware of any issues at the moment. Can you tell me at what stage you are getting put through to an advisor?",2023-05-12,01:27:59,LloydsBank
"@handsblinx Hi, I'm Evelyn. Thanks for getting in touch. I'm sorry to hear your having difficulties using your Apple Pay, we're not aware of any issues. Please can you call us on 0800 500 3996, lines are open 24/7 and one of my colleagues will be able to assist.",2023-05-11,22:41:24,LloydsBank
"@thetweetyoucan1 Hi, I'm Jimmy. Thanks for reaching out. We take a number of factors into consideration when reviewing our rates. Any change in the Bank of England Base Rate will form part of rate reviews across our savings range. If any changes are made, they will be communicated on our website.",2023-05-11,20:24:39,LloydsBank
"@VendingJames No worries. I'm glad to hear you're back up &amp; running. If you need anything else, please don’t hesitate to get back in touch. ^Jimmy",2023-05-11,19:41:16,LloydsBank
"@Kimberleyyyy_xo If you open a new current account, you'll be sent a separate card for the account. ^Jimmy",2023-05-11,18:56:02,LloydsBank
"@Kimberleyyyy_xo Hi, I’m John. Thanks for getting in touch. It won’t be possible to create separate folders in your account. If you wish to separate money, you’ll need to apply for a new account. I hope this information helps. Take care.",2023-05-11,18:50:15,LloydsBank
"@yeapitszoe Thanks for confirming. It can take 5 working days from when you emailed the evidence for the case to be reviewed. The weekend and bank holiday won't count as working days. To get an update on your claim, give us a call on 0800 066 5741. ^Jimmy",2023-05-11,18:29:52,LloydsBank
"@stewardGDH2015 Hi Graham. Sorry to read your tweet. Can you give me some more info on what exactly has happened, please? ^Graeme https://t.co/QCh3PtyKce",2023-05-11,14:02:49,LloydsBank
@yeapitszoe Hi Zoë. Thanks for getting in touch! The timescale can vary depending on the specifics of your case; when was it submitted? ^Graeme https://t.co/QCh3PtycmG,2023-05-11,13:33:58,LloydsBank
"@ChrisQuinnNCL Hi Chris, thanks for getting in touch. Our DMs are open if you would like to contact us privately. Take care. ^Will https://t.co/QCh3PtycmG",2023-05-11,12:08:51,LloydsBank
"The Bank of England base rate has increased to 4.5%. Find out more about how this may affect you by visiting our website:
For Mortgages: https://t.co/MMXDXshDw0 
For Savings: https://t.co/w4h72Zy84x https://t.co/uBieJSH4n8",2023-05-11,11:57:46,LloydsBank
@amy_traf You're welcome. Take care. ^Katy,2023-05-11,11:44:39,LloydsBank
"@amy_traf Okay, thank you for clarifying that. If it has an expiry date of 05/23, then it is valid for the whole month of May.
A replacement will arrive by the date confirmed by my colleague.

^StephenB",2023-05-11,11:20:01,LloydsBank
"@Thommo999 Hi Tim. Thanks for getting in touch. This is a genuine number for us. So we can look into this, I'd recommend you call our Card Services team on: 0345 606 2172. ^Katy",2023-05-11,11:05:15,LloydsBank
"@amy_traf Hi, Amy, I’m James M. If the card you have is expiring then you should receive your new one by the 25th of this month. Does the new card show in the Card Management section of the Mobile App as well?",2023-05-11,11:05:07,LloydsBank
"@ComTekMan If he has been sent the code by mail, he may need to wait on this arriving to set this up. However, if your would like to speak to our Apple Pay team he can reach them on: (+44) 01733 462235, if calling from overseas. (Monday to Sunday: 08:00 Until 20:00 daily)  ^Johnjanmes",2023-05-11,10:40:39,LloydsBank
"@ollieisname Have you spoken to who opened the account for you?

^StephenB
(2/2)",2023-05-11,08:56:08,LloydsBank
"@ollieisname Okay, when you reach 16 years old, the account will change to an Easy Saver as you mentioned.

The Easy Saver will still be held by the Trustee. A letter is sent to them, 60 days before your 16th birthday to let them know what is happening and what they can do.
(1/2)",2023-05-11,08:55:55,LloydsBank
"@rebecca89364998 If an account number &amp; sort code have been used to make the payment, Rebecca, the sending bank must arrange the trace. The transaction code won't be something we can use when the payment hasn't reached us in the first place. ^Graeme",2023-05-11,08:52:31,LloydsBank
"@rebecca89364998 We can't access account or personal details, Rebecca. The sending bank will need to raise a trace for the funds. If they're unwilling to do so, you may wish to raise a complaint with them regarding their service. ^PaulR",2023-05-11,08:39:11,LloydsBank
"@ollieisname Hi, I'm Sophie. Thanks for your tweet. Please call us on the number provided, and my colleagues there will be able to help.",2023-05-11,08:35:32,LloydsBank
"@rebecca89364998 I’m sorry to hear this is having a negative effect on your mental health.
If they are now claiming the account number is not what they have on record, you’d be best to contact them to action a payment trace.

^StephenB",2023-05-11,08:19:10,LloydsBank
"@GreenHat23 I'm sorry that you're unhappy with the service you received John. If you would like to complain about this, please see here: https://t.co/GqbTJplXJg, for details on how to submit your complaint. ^Sophie",2023-05-11,07:15:26,LloydsBank
"Scammers can call claiming to be us to tell you to move your money or to share passcodes. Hang up and call us using 159. For more advice on scam calls, visit: https://t.co/4L9YouIArT #ByYourSide https://t.co/Kx9osDyuAd",2023-05-11,07:00:05,LloydsBank
"@GreenHat23 Hi, I'm Sophie. I'm sorry to hear that. Have you spoken with our Switching team?",2023-05-11,06:54:00,LloydsBank
@VendingJames Ok. Let us know how you get on. ^Gavin,2023-05-10,22:56:41,LloydsBank
"@VendingJames Is the call coming through on your mobile? If so, could I ask you to switch off the phone and retry once switched back on? ^Julie",2023-05-10,22:30:07,LloydsBank
"@VendingJames Hi, I'm Julie. Sorry to hear this. I'm not aware of any issues with the phone verification at the moment. Can I ask you to try again, and if the line is still silent, wait 20 seconds then key in the code? Let me know if it accepts it this way. Thanks. ^Julie",2023-05-10,22:00:48,LloydsBank
