,Tweets
559,"b'@motorolaindia Perfect price of\n#motog10power is \xe2\x82\xb99,999\n#motog30 is \xe2\x82\xb910,999\n\n@motorolaindia\n\nJOIN @sd12dec\n@AsifAnkalagi'"
560,"b'RT @vikram93051656: #MSP #LEGAL right for farmers.\nMake #MSP legal right of farmers for all 23 crops throughout India\n\n#PS5Share, #Bloodbor\xe2\x80\xa6'"
561,"b'RT @Man1shRox: @motorolaindia My guess are\nMoto G10 Power - \xe2\x82\xb99,999/-\nMoto G30 - \xe2\x82\xb910,999/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePr\xe2\x80\xa6'"
562,"b'Moto G10 Power and Moto G30 launched in India for \xe2\x82\xb99,999 and  \xe2\x82\xb910,999  in India.\n#Motorola #MotoG10Power #MotoG30 https://t.co/G8fPLsoeYt'"
563,b'RT @stufflistings: Moto G10 Power and Moto G30 launched in India for INR 9999 and INR 10999 (respectively) in India.\n#Motorola #MotoG10Powe\xe2\x80\xa6'
564,b'RT @stufflistings: Moto G10 Power and Moto G30 launched in India for INR 9999 and INR 10999 (respectively) in India.\n#Motorola #MotoG10Powe\xe2\x80\xa6'
565,b'RT @stufflistings: Moto G10 Power and Moto G30 launched in India for INR 9999 and INR 10999 (respectively) in India.\n#Motorola #MotoG10Powe\xe2\x80\xa6'
566,b'RT @stufflistings: Moto G10 Power and Moto G30 launched in India for INR 9999 and INR 10999 (respectively) in India.\n#Motorola #MotoG10Powe\xe2\x80\xa6'
567,b'RT @stufflistings: Moto G10 Power and Moto G30 launched in India for INR 9999 and INR 10999 (respectively) in India.\n#Motorola #MotoG10Powe\xe2\x80\xa6'
568,b'RT @stufflistings: Moto G10 Power and Moto G30 launched in India for INR 9999 and INR 10999 (respectively) in India.\n#Motorola #MotoG10Powe\xe2\x80\xa6'
569,"b'#MotoG30 #motog10power \nMoto G30 has been launched in India alongside the Moto G10 Power and is catering to the sub Rs. 15,000 segment.  So is the Moto G30 the best device for your money?\nhttps://t.co/AO9CG6Hvy2'"
570,"b""RT @motorolaindia: Netizens, it's time to make the most of every situation with the #PowerfulAllRounder. Introducing #motog10power with a 6\xe2\x80\xa6"""
571,b'Moto G10 Power and Moto G30 launched in India for INR 9999 and INR 10999 (respectively) in India.\n#Motorola #MotoG10Power #MotoG30 https://t.co/jlpD54tv9n'
572,b'RT @Pareek197: @motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 10990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\n@mo\xe2\x80\xa6'
573,"b'RT @TrakinTech: Moto G10 Power &amp; Moto G30 Unboxing And First Impressions \xe2\x9a\xa1 90Hz Screen, 6000mAh Battery &amp; More : #MotoG30 #motog10power @mo\xe2\x80\xa6'"
574,b'RT @gadgetstouse: #GTU #NewVideo #MotoG30\n#motog10power\n\nNew video: Moto G30 and G10 Power | Powerful enough? | Unboxing and First Impressi\xe2\x80\xa6'
575,b'RT @Pareek197: @motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 10990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\n@mo\xe2\x80\xa6'
576,"b'RT @motorolaPankaj: The all-new #motog10power &amp; #motog30 launched in India at an unbelievable price.\n\nBoth smartphones, Motorola Moto G10 P\xe2\x80\xa6'"
577,"b'RT @Man1shRox: @motorolaindia My guess are\nMoto G10 Power - \xe2\x82\xb99,999/-\nMoto G30 - \xe2\x82\xb910,999/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePr\xe2\x80\xa6'"
578,"b'@motorolaindia My guess are\nMoto G10 Power - \xe2\x82\xb99,999/-\nMoto G30 - \xe2\x82\xb910,999/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 \n@motorolaindia \n\nJoin\n@jashjain007\n@itsspravin'"
579,"b'@motorolaindia Moto g10 POWER :- 11,999\nMoto g30 :-13,999\n#PowerfulAllRounder #SolidAllRounder #motog10power #motog30  \n\nTag\n@imPalak18 \n@kora_kagaj'"
580,"b'#Motog10power  \xe2\x82\xb99,990 /-\n#Motog30  \xe2\x82\xb910, 990\n\n#PowerfulAllRounder\n#SolidAllRounder\n#GuessThrPrice\n#AsliAllRounders \nJoin @santosh_godage @_that_chand https://t.co/XB67nceVH7'"
581,"b'RT @rjvrana: Moto G10 Power and Moto G30 Unboxing and Quick Review - 6000 mAh, 90Hz #MotoG30 #motog10power  #Motorola https://t.co/GiegSYDb\xe2\x80\xa6'"
582,"b'@motorolaindia #Motog10power  \xe2\x82\xb99,990 /-\n#Motog30  \xe2\x82\xb910, 990\n\n#PowerfulAllRounder\n#SolidAllRounder\n#GuessThrPrice\n#AsliAllRounders \nJoin @santosh_godage @_that_chand'"
583,"b'RT @rjvrana: Moto G10 Power and Moto G30 Unboxing and Quick Review - 6000 mAh, 90Hz #MotoG30 #motog10power  #Motorola https://t.co/GiegSYDb\xe2\x80\xa6'"
584,"b""RT @motorolaindia: Netizens, it's time to make the most of every situation with the #PowerfulAllRounder. Introducing #motog10power with a 6\xe2\x80\xa6"""
585,b'RT @Pareek197: @motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 10990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\n@mo\xe2\x80\xa6'
586,b'RT @TechFactsRafee: #motog10power  &amp; #MotoG30 Prices https://t.co/1BiRBgLpXk'
587,b'@motorolaindia Moto G10 power: \xe2\x82\xb99999\n\nMoto G30: \xe2\x82\xb9 14999\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\n@motorolaindia'
588,"b'RT @TrakinTech: Moto G10 Power &amp; Moto G30 Unboxing And First Impressions \xe2\x9a\xa1 90Hz Screen, 6000mAh Battery &amp; More : #MotoG30 #motog10power @mo\xe2\x80\xa6'"
589,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
590,"b'RT @TrakinTech: Moto G10 Power &amp; Moto G30 Unboxing And First Impressions \xe2\x9a\xa1 90Hz Screen, 6000mAh Battery &amp; More : #MotoG30 #motog10power @mo\xe2\x80\xa6'"
591,"b'RT @gogiinc: Moto G10 Power and Moto G30 Unboxing and Quick Review - 6000 mAh, 90Hz #MotoG30 #motog10power #Motorola https://t.co/f4HObRIlf\xe2\x80\xa6'"
592,"b'RT @motorolaindia: You wanted to explore more. You got it with #motog10power that comes with a 6000 mAh battery, 48MP Quad Camera, ThinkShi\xe2\x80\xa6'"
593,b'@AmreliaRuhez #motog30 #motog10power\n#TechnoRuhez amazing \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5'
594,b'New #motog10power #MotoG30 launched in India under 12K\nhttps://t.co/KMPwgHp1kZ'
595,"b'RT @gogiinc: Moto G10 Power and Moto G30 Unboxing and Quick Review - 6000 mAh, 90Hz #MotoG30 #motog10power #Motorola https://t.co/f4HObRIlf\xe2\x80\xa6'"
596,"b'#MSP #LEGAL right for farmers.\nMake #MSP legal right of farmers for all 23 crops throughout India\n\n#PS5Share, #Bloodborne\n#29YearsWithSUGA\n#StopPrivatisationofBanks\n#Thane\n#motog30\n#SSMBArchiveson9th\n#motog10power\n#TuesdayMorning\n#No_Farmer_No_Food\n#WWERaw\n#SolidAllRounder'"
597,"b'@motorolaindia @motorolaindia\n#Motog10power \xe2\x98\x9e \xe2\x82\xb99,990 /-\n#Motog30 \xe2\x98\x9e \xe2\x82\xb910, 990\n\n#PowerfulAllRounder\n#SolidAllRounder\n#GuessThrPrice\n#AsliAllRounders \n\nJoin \xe2\x98\x9e\n@SoumodeepKarma3\n@Nitesh805181\n@imPriynkaM\n@kaushal_agrawal\n@Jay_parmar17\n@iMRobii\n@vc16898\n@callmemanojkr\n@Tusharinspires'"
598,b'Moto G10 Power and Moto G30 Launched with Quad cameras: Price in India and Specifications\n https://t.co/1VZQ2DkYei \n\n#motog10power #MotoG30 #Motorola \n@motorolaindia'
599,b'RT @gadgetstouse: #GTU #NewVideo #MotoG30\n#motog10power\n\nNew video: Moto G30 and G10 Power | Powerful enough? | Unboxing and First Impressi\xe2\x80\xa6'
600,"b'Moto G10 Power and Moto G30 Unboxing and Quick Review - 6000 mAh, 90Hz #MotoG30 #motog10power #Motorola https://t.co/f4HObRIlfq https://t.co/39EXnaxps9'"
601,b'RT @Pareek197: @motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 10990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\n@mo\xe2\x80\xa6'
602,b'@motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 10990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\n@motorolaindia \n\n@Sanjiv_34 \n@blessedkamal \n@ayushdhyani11 \n@Dayal_5 \n@mysterioussu'
603,"b'@TechnicalGuruji @YouTubeIndia Moto G10 Power: 9,999INR\n\n6.5"" HD+ IPS Display\nQUAD CAMERA 48Mp (Wide) 8Mp (Ultrawide) 2Mp (Depth) 2Mp (Marco)\nFRONT CAMERA 8Mp (Wide)\nQualcomm Snapdragon 460 Processor (11nm)\n6000mAh Battery, 20W Wired Charging\n#motog10power #Motorola'"
604,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
605,"b'RT @TrakinTech: Moto G10 Power &amp; Moto G30 Unboxing And First Impressions \xe2\x9a\xa1 90Hz Screen, 6000mAh Battery &amp; More : #MotoG30 #motog10power @mo\xe2\x80\xa6'"
606,b'RT @gadgetstouse: #GTU #NewVideo #MotoG30\n#motog10power\n\nNew video: Moto G30 and G10 Power | Powerful enough? | Unboxing and First Impressi\xe2\x80\xa6'
607,b'#MotoG30 and #MotoG10Power launched in India: Check out price and full specifications\n\nhttps://t.co/kDGKywKVuZ'
608,"b""RT @motorolaindia: Netizens, it's time to make the most of every situation with the #PowerfulAllRounder. Introducing #motog10power with a 6\xe2\x80\xa6"""
609,"b'@motorolaindia I guess the #motog10power would be \xe2\x82\xb99999/-\n\nAnd the #motog30 will be of \xe2\x82\xb911,999/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest \n\nJoin in friends and guess the Prices...\n@aawara1996 \n@99Sembilan_ \n@the_pride_grv'"
610,"b'RT @TrakinTech: Moto G10 Power &amp; Moto G30 Unboxing And First Impressions \xe2\x9a\xa1 90Hz Screen, 6000mAh Battery &amp; More : #MotoG30 #motog10power @mo\xe2\x80\xa6'"
611,"b'RT @motorolaindia: You wanted to explore more. You got it with #motog10power that comes with a 6000 mAh battery, 48MP Quad Camera, ThinkShi\xe2\x80\xa6'"
612,"b""@motorolaindia Moto G10 power: \xe2\x82\xb99990\n Moto G30: \xe2\x82\xb9 14990\n#PowerfulAllRounder\n#SolidAllRounder\n#motog10power\n#motog30 ' @rehanak55  \n@SheetalKapur2    \n@mahuarana \n@PritiNivoriya    \n@piyushpuri12     \n@Raghavendra0703  \n@Subhank69937011  \n@GauravP26479152   \n@rdsoprince \n@MunmunD77420711"""
613,"b'RT @motorolaindia: Introducing #motog10power, the perfect #PowerfulAllRounder! It comes with a 6000 mAh battery, 48MP Quad Camera, ThinkShi\xe2\x80\xa6'"
614,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
615,b'RT @gadgetstouse: #GTU #NewVideo #MotoG30\n#motog10power\n\nNew video: Moto G30 and G10 Power | Powerful enough? | Unboxing and First Impressi\xe2\x80\xa6'
616,b'RT @TechFactsRafee: #motog10power  &amp; #MotoG30 Prices https://t.co/1BiRBgLpXk'
617,"b'The all-new #motog10power &amp; #motog30 launched in India at an unbelievable price.\n\nBoth smartphones, Motorola Moto G10 Power &amp; Moto G30 will get 1 major OS update + 2 Years of security patch updates from Motorola. https://t.co/WSn6jp1d5z'"
618,"b'RT @TrakinTech: Moto G10 Power &amp; Moto G30 Unboxing And First Impressions \xe2\x9a\xa1 90Hz Screen, 6000mAh Battery &amp; More : #MotoG30 #motog10power @mo\xe2\x80\xa6'"
619,b'Moto G10 Power launched in India\nKey Specifications\n- Snapdragon 460\n- 6000mah battery\n- 6.51 inches IPS LCD\n\nTo know more visit the link below\xf0\x9f\x91\x87and follow @NaxonTech for more #Latest #tech #news \n\nhttps://t.co/DY4KtcuAFT\n\n#motog10power #Motorola #naxontech https://t.co/V33Z0NwdiW'
620,b'RT @gadgetstouse: #GTU #NewVideo #MotoG30\n#motog10power\n\nNew video: Moto G30 and G10 Power | Powerful enough? | Unboxing and First Impressi\xe2\x80\xa6'
621,b'RT @gadgetstouse: #GTU #NewVideo #MotoG30\n#motog10power\n\nNew video: Moto G30 and G10 Power | Powerful enough? | Unboxing and First Impressi\xe2\x80\xa6'
622,b'RT @gadgetstouse: #GTU #NewVideo #MotoG30\n#motog10power\n\nNew video: Moto G30 and G10 Power | Powerful enough? | Unboxing and First Impressi\xe2\x80\xa6'
623,b'RT @vikram93051656: ABC News\nFarmers block highways in Spain to protest low food prices\n\n#TuesdayThoughts\n#\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\x9c\xe0\xa4\xaf\xe0\xa4\xbe_\xe0\xa4\x8f\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xb6\xe0\xa5\x80\n#Thane\n#GodMorningT\xe2\x80\xa6'
624,"b'Moto G10 Power launched in India\n-  6.5"" HD+ LCD\n- Snapdragon 460 SoC\n- 48+8+2+2MP Rear cam\n- 8MP Selfie Cam\n- 6000mah with 20W FC\n- 3.5mm, Type C, Hybrid slot, Rear FPS\n- 4GB + 64GB at \xe2\x82\xb99999/-\n#MotoG10 #MotoG10Power #Motorola #TechSaala https://t.co/CSi08ZcSem'"
625,"b'RT @TheMrPhone: Moto G10 Power with Snapdragon 460 SoC and 6000mAh battery launched in India at Rs 9,999\n\nhttps://t.co/FSkFOaRaHI\n\n#motog10\xe2\x80\xa6'"
626,"b'Moto G10 Power with Snapdragon 460 SoC and 6000mAh battery launched in India at Rs 9,999\n\nhttps://t.co/FSkFOaRaHI\n\n#motog10power #Motorola \n\n@motorolaindia https://t.co/sN1p6bBcVi'"
627,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
628,b'@motorolaindia Moto g10 power: \xe2\x82\xb99999\nMoto g30: \xe2\x82\xb9 10999\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30\nJoin @JyotiMadaan19 @Vishesh42605250 @PawanAr22048275'
629,"b""RT @motorolaindia: Netizens, it's time to make the most of every situation with the #PowerfulAllRounder. Introducing #motog10power with a 6\xe2\x80\xa6"""
630,b'@motorolaindia Moto g10 power: \xe2\x82\xb99999\nMoto g30: \xe2\x82\xb9 10999\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30'
631,"b'RT @motorolaindia: You wanted to explore more. You got it with #motog10power that comes with a 6000 mAh battery, 48MP Quad Camera, ThinkShi\xe2\x80\xa6'"
632,"b'RT @motorolaindia: You wanted to explore more. You got it with #motog10power that comes with a 6000 mAh battery, 48MP Quad Camera, ThinkShi\xe2\x80\xa6'"
633,"b""RT @motorolaindia: Netizens, it's time to make the most of every situation with the #PowerfulAllRounder. Introducing #motog10power with a 6\xe2\x80\xa6"""
634,b'RT @vikram93051656: ABC News\nFarmers block highways in Spain to protest low food prices\n\n#TuesdayThoughts\n#\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\x9c\xe0\xa4\xaf\xe0\xa4\xbe_\xe0\xa4\x8f\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xb6\xe0\xa5\x80\n#Thane\n#GodMorningT\xe2\x80\xa6'
635,b'RT @vikram93051656: ABC News\nFarmers block highways in Spain to protest low food prices\n\n#TuesdayThoughts\n#\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\x9c\xe0\xa4\xaf\xe0\xa4\xbe_\xe0\xa4\x8f\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xb6\xe0\xa5\x80\n#Thane\n#GodMorningT\xe2\x80\xa6'
636,b'RT @gadgetstouse: #GTU #NewVideo #MotoG30\n#motog10power\n\nNew video: Moto G30 and G10 Power | Powerful enough? | Unboxing and First Impressi\xe2\x80\xa6'
637,b'RT @vikram93051656: ABC News\nFarmers block highways in Spain to protest low food prices\n\n#TuesdayThoughts\n#\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\x9c\xe0\xa4\xaf\xe0\xa4\xbe_\xe0\xa4\x8f\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xb6\xe0\xa5\x80\n#Thane\n#GodMorningT\xe2\x80\xa6'
638,"b'Moto G30 launched in India\n- 6.5"" HD+ Display 90Hz\n- Snapdragon 662 SoC\n- 64+8+2+2MP Rear\n- 13MP Front\n- 5,000 mAh battery with 20W FC\n- 3.5mm audio jack, Rear-mounted FPS, IP52, Android 11\n- 4GB+64GB: \xe2\x82\xb910,999/-\n#MotoG30 #motog10power #moto #TechSaala https://t.co/zqAd5JUCHB'"
639,"b'Moto G10 Power launched in India \n\n6.5"" HD+ MaxVision display\nSnapdragon 460 SoC\n8MP\n48MP + 8MP + 2MP + 2MP\n4GB RAM\n64GB storage\n3.5mm audio jack\nRear-mounted FPS\nIP52\n6000mAh battery\n20W TurboPower\nAndroid 11\n4GB+64GB: Rs. 9999\n#motog10power #moto #motorola https://t.co/oCf04ViGMn'"
640,b'Hello team @motorolaindia\n\nI am guss correct price MotoG10 Power :- Rs.9990/- &amp; Moto G30 Rs. 10990/- \n\nWish to win Dream Phone \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power #motog30 \n\n@motorolaindia https://t.co/HJMo90R2qL'
641,"b'RT @TrakinTech: Moto G10 Power &amp; Moto G30 Unboxing And First Impressions \xe2\x9a\xa1 90Hz Screen, 6000mAh Battery &amp; More : #MotoG30 #motog10power @mo\xe2\x80\xa6'"
642,"b'Moto G30 launched in India \n\n6.5"" HD+ MaxVision display\n90Hz refresh rate\nSnapdragon 662\n4GB RAM\n64GB storage\n13MP\n64+8+2+2MP \n3.5mm audio jack\nRear-mounted FPS\nIP52\n5,000 mAh battery\n20W TurboPower\nAndroid 11\n4GB+64GB: Rs. 10,999\n#MotoG30 #motog10power #moto https://t.co/ZxV9Zl0tbl'"
643,"b'#MotoG10Power with 6000mAh battery and 48MP Quad Camera launched in India at Rs. 9,999.\n\nhttps://t.co/saiTYYLmiI https://t.co/lDxOGSHAIS'"
644,"b'@motorolaindia Price expectations -\n1) #motog10power  - 9,990\n2) #MotoG30  - 10,990\n\nJOIN AND win amazing prizes\n@RPittroda @YoBro000 \n\n#SolidAllRounder'"
645,"b'#motorola #motog10power\nMoto G10 Power Launched In India..\n\n\xe2\x80\xa26.5 inch HD+ Waterdrop Notch Display\n\xe2\x80\xa2Snapdragon 460 SoC\n\xe2\x80\xa2Android 11\n\xe2\x80\xa24GB RAM &amp; 64GB Stg\n\xe2\x80\xa248+8+2+2MP Quad Camera\n\xe2\x80\xa28MP Selfie Camera\n\xe2\x80\xa2Fingerprint Scanner\n\xe2\x80\xa26000mAh battery \n\xe2\x80\xa2Price:- \xe2\x82\xb99,999 https://t.co/gXIFhYxcoh'"
646,"b'@motorolaindia My guess \xf0\x9f\x98\x89       \xf0\x9f\x91\x87\xf0\x9f\x94\xa5\n\n#motog10power  \xe2\x9e\xa1  \xe2\x82\xb99,999/-\n#MotoG30  \xe2\x9e\xa1  \xe2\x82\xb910,999/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest\n@motorolaindia \n\nJoin-\n@karmendra97 \n@rajaksagar871 \n@Deepak_badodiya \n@neilisalsohere'"
647,"b'RT @harini_23: @motorolaindia My Guess are :- \n1. Moto G10 Power :- 12,999\n2. Moto G30 :- 14,999\n@shreenivas_rao \n@thesept_boy  \n@krishnare\xe2\x80\xa6'"
648,"b'RT @naveeeennnn: @motorolaindia My predictions are-\n\xe2\x80\xa2 Moto G10 Power :- 12,999\n\xe2\x80\xa2 Moto G30 :- 14,999\n@krishnarebels @harini_23 @NowpadaSanto\xe2\x80\xa6'"
649,b'RT @Jatin_909: @motorolaindia I guess the price is\n(1) Motog10power - 9999/-\n(2) Motog30 - 10999/-\nWish to win  #PowerfulAllRounder  #Solid\xe2\x80\xa6'
650,"b'RT @harini_23: @motorolaindia My Guess are :- \n1. Moto G10 Power :- 12,999\n2. Moto G30 :- 14,999\n@shreenivas_rao \n@thesept_boy  \n@krishnare\xe2\x80\xa6'"
651,"b'Moto G10 Power and Moto G30 Unboxing and Quick Review - 6000 mAh, 90Hz #MotoG30 #motog10power  #Motorola https://t.co/GiegSYDb25'"
652,"b'RT @naveeeennnn: @motorolaindia My predictions are-\n\xe2\x80\xa2 Moto G10 Power :- 12,999\n\xe2\x80\xa2 Moto G30 :- 14,999\n@krishnarebels @harini_23 @NowpadaSanto\xe2\x80\xa6'"
653,b'RT @gadgetstouse: #GTU #NewVideo #MotoG30\n#motog10power\n\nNew video: Moto G30 and G10 Power | Powerful enough? | Unboxing and First Impressi\xe2\x80\xa6'
654,b'RT @gadgetstouse: #GTU #NewVideo #MotoG30\n#motog10power\n\nNew video: Moto G30 and G10 Power | Powerful enough? | Unboxing and First Impressi\xe2\x80\xa6'
655,b'RT @gadgetstouse: #GTU #NewVideo #MotoG30\n#motog10power\n\nNew video: Moto G30 and G10 Power | Powerful enough? | Unboxing and First Impressi\xe2\x80\xa6'
656,"b""RT @motorolaindia: Netizens, it's time to make the most of every situation with the #PowerfulAllRounder. Introducing #motog10power with a 6\xe2\x80\xa6"""
657,"b'@motorolaindia Moto G10 Power : \xe2\x82\xb99,999/-\n\nMoto G30 : \xe2\x82\xb910,999/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 \n@motorolaindia\n \nJoin\n@offerworldowner @JacksonKrishna'"
658,"b'RT @kuppiliramani: @motorolaindia My Guesses are as follows \n1. Moto G10 Power \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb 12,999\n2. Moto G30 \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb 14,999.\n@toposant55 \n@pavangaulkar1\xe2\x80\xa6'"
659,"b'@motorolaindia #motog10power - \xe2\x82\xb9 9,999\n#motog30 - \xe2\x82\xb9 10,999\n\n#PowerfulAllRounder  \n#SolidAllRounder\n\nJOIN-\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x8c\xef\xb8\x8f\n@AjayKT_9 \n@atashuddin'"
660,b'Moto G10 Power\n.\n@motorolaindia\n.\n#MotoG10Power #Motorola #MototolaIndia #Moto #BeRefresher https://t.co/6pirR66HGb'
661,"b'RT @harini_23: @motorolaindia My Guess are :- \n1. Moto G10 Power :- 12,999\n2. Moto G30 :- 14,999\n@shreenivas_rao \n@thesept_boy  \n@krishnare\xe2\x80\xa6'"
662,b'RT @gadgetstouse: #GTU #NewVideo #MotoG30\n#motog10power\n\nNew video: Moto G30 and G10 Power | Powerful enough? | Unboxing and First Impressi\xe2\x80\xa6'
663,"b'RT @naveeeennnn: @motorolaindia My predictions are-\n\xe2\x80\xa2 Moto G10 Power :- 12,999\n\xe2\x80\xa2 Moto G30 :- 14,999\n@krishnarebels @harini_23 @NowpadaSanto\xe2\x80\xa6'"
664,"b""RT @motorolaindia: Netizens, it's time to make the most of every situation with the #PowerfulAllRounder. Introducing #motog10power with a 6\xe2\x80\xa6"""
